Time,Date,City,Sub Location,Latitude,Longitude,Complaint Type,Complaint Description,Crime Intensity
13:01:06,18/06/24,Surat,Katargam,23.8268,83.82029,None,No incident reported.,None
07:55:00,18/04/23,Mumbai,Andheri,26.65936,86.07257,Theft,Accept begin series activity far large.,Low
17:03:30,17/08/23,Bengaluru,Koramangala,20.85954,84.54431,Burglary,Clear rule general our when born.,Low
02:41:04,23/03/25,Chennai,Velachery,19.63051,82.2174,None,No incident reported.,None
12:01:14,31/01/25,Pune,Wakad,15.62734,86.26273,Cyber Crime,Raise mention next leader discover result cup hand gun yourself financial office agree.,Low
07:16:45,12/11/24,Delhi,Saket,13.85081,73.04321,Harassment,Loss appear part across modern treat.,Medium
12:39:05,29/06/24,Pune,Viman Nagar,26.66731,75.02628,None,No incident reported.,None
05:12:03,04/04/25,Chennai,Tambaram,13.37482,73.3696,None,No incident reported.,None
17:05:55,09/11/23,Kolkata,Behala,16.26786,84.30852,Kidnapping,Vote one sign hear agree what month.,Low
18:51:43,18/05/24,Pune,Shivaji Nagar,23.64192,84.05522,Drug Possession,Fear assume major sister well force meeting sit always piece either purpose charge.,Medium
16:17:07,12/10/24,Chennai,Tambaram,15.03142,78.25985,Traffic Violation,Could pass house establish indicate month should leave his religious nothing.,High
23:29:24,22/09/24,Hyderabad,Miyapur,16.81577,78.88983,Theft,Recent week grow structure campaign cultural everything then treat personal perform.,Medium
02:18:26,27/09/23,Bengaluru,MG Road,28.61514,77.90224,Cyber Crime,Agency grow Congress one pay hand source billion real.,Low
16:34:15,16/08/23,Delhi,Rohini,24.07192,77.77687,Traffic Violation,Language among fear black maybe phone certain reason body science present behavior admit.,Low
03:50:19,05/01/25,Surat,Piplod,17.55135,81.26599,Assault,Team quickly these smile American beat outside rich black know Congress necessary.,Low
04:03:10,03/08/23,Chennai,Tambaram,22.45791,78.38991,None,No incident reported.,None
05:57:28,14/05/24,Chennai,T. Nagar,20.15443,80.66139,Traffic Violation,Individual even community professor leg themselves arrive everything.,Medium
05:51:09,27/06/24,Kolkata,Howrah,15.09471,76.99195,Harassment,Eye leave hard away little store world speak trip feel air position film.,Low
22:59:28,14/02/25,Mumbai,Dadar,27.86943,72.83836,Burglary,Watch computer third dream institution tax student test issue affect you trial forget.,Low
12:09:57,22/10/24,Mumbai,Borivali,12.92649,84.22698,Harassment,Rise around growth ask account today meet worry herself push.,High
18:56:45,23/03/24,Mumbai,Colaba,17.11504,84.35007,Kidnapping,True need amount list national traditional figure must economic rise situation.,Low
03:58:01,27/04/23,Bengaluru,Whitefield,21.15417,76.72237,Traffic Violation,Before official conference so station itself reveal tell executive base serious song.,Low
20:38:04,01/06/24,Pune,Shivaji Nagar,18.13589,81.88284,Drug Possession,Service across small begin a result situation former executive deal down.,Medium
20:22:50,25/06/24,Pune,Viman Nagar,19.11341,83.91068,Cyber Crime,Order central and yourself should particularly prepare ten manage check use traditional.,Low
04:22:09,26/07/24,Hyderabad,Banjara Hills,17.7083,87.6838,Kidnapping,Huge mind industry song subject program boy.,High
07:54:55,12/04/24,Mumbai,Andheri,27.8236,84.91119,None,No incident reported.,None
16:34:57,25/09/24,Kolkata,Dumdum,22.17701,80.65185,Vandalism,Admit religious catch oil line claim guess.,Medium
04:22:38,24/10/23,Surat,Vesu,27.37544,76.90993,None,No incident reported.,None
16:54:29,05/01/24,Pune,Viman Nagar,24.96384,79.54826,None,No incident reported.,None
16:39:52,01/10/24,Surat,Adajan,27.9777,78.53223,Vandalism,Him increase talk exactly serve bed record close.,High
12:11:11,15/07/24,Mumbai,Borivali,15.4369,81.57769,Burglary,Reveal enter realize according himself daughter high.,Low
04:25:34,04/02/24,Pune,Shivaji Nagar,27.38023,86.44878,Drug Possession,Another half author method will blue executive attack.,Medium
22:15:36,05/01/24,Bengaluru,Indiranagar,16.94233,87.23729,None,No incident reported.,None
09:42:26,23/05/24,Pune,Shivaji Nagar,28.08588,82.97475,Cyber Crime,Administration doctor task modern person weight age interesting success condition great under.,Medium
10:59:03,19/10/23,Surat,Vesu,14.44768,76.05988,Domestic Violence,Fire light budget section west safe along author live control.,High
13:12:45,08/05/24,Pune,Shivaji Nagar,16.7105,80.81605,Traffic Violation,Another me nearly sit pull tough live buy science.,Low
10:41:14,21/08/23,Chennai,Adyar,18.19682,82.92805,Burglary,Identify discover truth east evidence outside blue buy fire hard line middle lead.,Medium
16:04:43,25/08/23,Surat,Adajan,24.62891,86.69932,Harassment,Hand north party start have past effect condition other.,Low
08:54:49,16/04/23,Pune,Hinjewadi,20.38478,84.00831,Theft,Stuff top become opportunity century our a gun state red.,Low
06:26:35,28/08/23,Pune,Viman Nagar,17.88497,73.57083,None,No incident reported.,None
23:33:09,03/01/24,Hyderabad,Gachibowli,27.34938,85.3279,Traffic Violation,Defense expect poor change pass if.,High
03:36:06,13/07/23,Chennai,Anna Nagar,22.20733,77.92128,Harassment,Couple religious sing city system process relate job ball serve a let today.,Low
13:35:03,14/05/23,Delhi,Saket,23.7266,77.09595,None,No incident reported.,None
02:52:53,01/02/25,Pune,Kothrud,23.46058,86.24844,Assault,Trade fill worker cut than strategy.,Low
05:31:21,04/06/23,Surat,Vesu,28.15047,76.60425,Vandalism,Office pressure though rest spring clear with life down if beat.,Medium
22:01:27,31/05/23,Kolkata,Park Street,26.8162,73.19625,Vandalism,Career order reveal hold large southern wife agreement cost since.,Low
04:57:16,15/07/24,Mumbai,Bandra,17.75488,84.66118,Harassment,Brother even situation charge police perhaps.,Medium
13:27:19,16/02/25,Mumbai,Colaba,18.17331,73.82734,Traffic Violation,Against you same inside break foot student say stock.,High
07:10:03,05/03/25,Kolkata,Behala,27.53297,86.71315,Cyber Crime,Middle nature lot note scientist director next.,High
00:47:24,20/03/25,Delhi,Saket,20.2168,72.84697,Drug Possession,Two whatever always see with work none drive billion view.,Low
01:12:10,15/11/24,Chennai,Adyar,14.38224,85.79839,Harassment,Argue chair deal mother though action.,Medium
03:02:34,17/04/24,Mumbai,Andheri,25.17564,75.28125,Kidnapping,Itself defense whole create rest hear whether network.,High
17:38:53,11/12/24,Chennai,Anna Nagar,21.35458,75.67163,None,No incident reported.,None
13:19:14,04/09/23,Surat,Katargam,28.49629,84.28051,Burglary,Memory direction drug budget product example camera yard partner sometimes.,Medium
09:45:17,24/09/24,Chennai,Tambaram,16.38196,82.96836,None,No incident reported.,None
15:40:02,10/08/23,Chennai,Adyar,14.84155,83.49815,Domestic Violence,Left parent record home number west store instead radio watch join hair floor.,High
14:33:31,11/03/24,Delhi,Rohini,26.84436,75.52115,Domestic Violence,Movie father want allow actually must again miss relationship floor foreign spend.,Low
16:54:54,16/01/24,Kolkata,Dumdum,21.34411,76.1755,Cyber Crime,Relationship discover nearly source drug suffer car policy.,Low
07:27:42,09/11/24,Bengaluru,Whitefield,26.45916,87.30586,Burglary,One condition war teach position represent floor.,Low
09:24:25,15/02/25,Delhi,Connaught Place,21.6613,84.82825,Assault,Glass phone focus street outside either worker conference he.,High
01:07:05,17/05/23,Hyderabad,Banjara Hills,27.52577,79.30458,Assault,Those by that work language until product every.,Low
08:36:17,01/08/24,Kolkata,Howrah,27.95598,85.04377,Assault,Result close physical race together audience value a phone else.,Medium
15:00:54,15/08/24,Kolkata,Howrah,23.59158,87.97567,None,No incident reported.,None
04:58:28,09/11/24,Delhi,Karol Bagh,21.37915,87.67854,Traffic Violation,Born stage part commercial radio yes take low position fight situation.,Medium
18:09:22,18/07/24,Kolkata,Park Street,20.27165,79.05489,Domestic Violence,Involve seek meeting share none ready nature official understand take.,High
07:12:56,23/06/24,Pune,Viman Nagar,24.42606,83.99816,Vandalism,Prevent message job season shoulder blue half special.,Low
15:24:11,13/12/24,Delhi,Dwarka,24.18471,78.67384,Burglary,Author fill take help drop movie behind group modern where idea citizen.,Medium
16:42:30,01/09/23,Bengaluru,Electronic City,15.00555,83.93819,Kidnapping,Local baby assume along Congress item kid term chance knowledge control mind at.,High
21:04:14,26/09/24,Pune,Viman Nagar,21.59463,85.05791,Assault,Itself thank toward single even factor.,Low
06:13:55,30/11/24,Surat,Vesu,24.40372,73.29679,Assault,Send old boy risk third value among.,Medium
18:39:07,01/02/24,Chennai,Adyar,26.11711,75.31544,None,No incident reported.,None
09:23:52,21/07/23,Delhi,Connaught Place,17.59592,73.81494,Vandalism,Ability bit claim event recently nothing phone challenge.,Low
11:10:16,08/10/23,Bengaluru,Indiranagar,19.71678,86.76635,Harassment,Ask PM production project vote life day suffer between.,Low
21:19:36,17/02/24,Pune,Shivaji Nagar,13.97012,77.82019,Burglary,Single environment seek girl include top see.,Low
12:14:27,14/01/24,Kolkata,Park Street,16.74401,85.38437,Cyber Crime,Indeed add until ten go deep past.,Low
08:41:03,11/02/25,Delhi,Dwarka,14.6922,81.68593,None,No incident reported.,None
18:51:12,26/03/24,Delhi,Karol Bagh,16.29232,79.1861,Cyber Crime,Strong mind paper although manage pull country.,Medium
23:04:45,02/11/24,Delhi,Dwarka,15.71638,74.34999,Traffic Violation,Baby according after option with audience book agent way this one practice remember.,Medium
07:00:54,26/05/23,Kolkata,Salt Lake,15.68332,82.36716,Assault,South defense analysis majority Mr because pattern five own.,Low
20:33:36,16/10/24,Delhi,Connaught Place,16.13734,78.9082,Domestic Violence,Decide image suggest contain improve particular.,Low
01:01:23,10/03/25,Hyderabad,Secunderabad,24.55465,84.38623,Kidnapping,Identify dog sport she worry score it to effect party watch.,Low
00:24:02,27/05/23,Chennai,Tambaram,27.31552,86.07261,Kidnapping,Body owner student mouth short meet box look think democratic heart authority.,Low
06:39:38,08/03/24,Hyderabad,Gachibowli,14.09673,75.86751,Burglary,Space free common standard Mrs kind.,High
15:10:04,27/06/23,Hyderabad,Hitech City,26.34838,75.79383,Burglary,Community single respond everybody know friend health various animal pick member.,Low
17:37:18,19/11/24,Pune,Shivaji Nagar,28.35618,82.0564,None,No incident reported.,None
08:49:26,27/11/23,Pune,Shivaji Nagar,17.49025,75.85249,Theft,Office usually senior protect identify agent agree blue force beyond.,Low
02:50:25,27/09/24,Kolkata,Howrah,17.04918,80.36306,Vandalism,Newspaper report including before work eye.,Medium
22:50:37,18/07/24,Mumbai,Bandra,28.23075,80.95126,Drug Possession,Game just move bring decide better art low shoulder just I outside process modern.,Low
12:58:16,14/08/24,Surat,Adajan,13.24321,83.03566,Burglary,He teach daughter order capital television method four for.,Low
15:26:26,21/08/23,Kolkata,Dumdum,22.95186,80.81529,Kidnapping,Personal play drug media let miss risk blood.,Low
17:43:30,30/08/23,Pune,Viman Nagar,13.29248,85.31493,Kidnapping,Control director yet enjoy wish speak lot whose song join better interest.,Low
14:13:23,21/09/23,Hyderabad,Gachibowli,20.64762,81.11392,Theft,Worry ever go land commercial along available decide.,Low
21:17:21,19/07/24,Kolkata,Howrah,23.4459,78.47955,Traffic Violation,Point always increase thing either enter quite about time art huge music.,High
20:31:55,28/09/24,Surat,Piplod,13.28174,83.8444,Vandalism,Gas mission none like born spend box hand suggest dinner.,Low
19:53:08,02/08/23,Delhi,Karol Bagh,23.90007,83.53908,Cyber Crime,Product structure thought number boy forget give choose way end able.,Low
16:39:40,12/05/24,Chennai,T. Nagar,24.55703,73.40029,Cyber Crime,Say I key spring often amount wide benefit very often present.,High
10:08:30,13/07/24,Pune,Viman Nagar,26.58442,85.35657,Assault,Clear standard federal for direction or enough important candidate.,Low
18:19:43,01/12/24,Delhi,Saket,14.02495,79.92494,Theft,Head industry man main yet test myself data set successful can look idea.,Medium
00:32:07,01/11/24,Mumbai,Andheri,15.92886,74.57928,Assault,Area half decade home wall size own marriage.,High
07:07:52,20/02/24,Kolkata,Howrah,16.58323,88.3348,Domestic Violence,Sure beat machine base contain floor nor.,Medium
16:14:49,09/03/24,Delhi,Rohini,19.78326,77.2615,Vandalism,Price avoid find myself maintain term someone foot and scientist.,Medium
10:40:53,11/02/25,Kolkata,Park Street,25.53395,73.7846,Theft,Table support effect see move avoid long determine.,Low
02:55:26,30/01/25,Surat,Piplod,17.06583,86.14468,None,No incident reported.,None
15:49:48,08/09/23,Kolkata,Dumdum,24.96613,75.00388,None,No incident reported.,None
11:04:10,18/01/25,Delhi,Rohini,14.89059,82.23819,Domestic Violence,Imagine particularly safe wish last I way final either employee behind.,Medium
08:50:21,17/03/24,Mumbai,Andheri,23.7651,82.04837,Vandalism,Strategy reduce affect occur environment politics production.,High
20:02:38,29/08/23,Hyderabad,Hitech City,15.36839,78.41779,Vandalism,Congress between similar relate people meet respond skill keep white draw resource plant.,Medium
08:03:11,14/02/24,Chennai,Anna Nagar,22.2818,84.05087,Traffic Violation,Full almost as realize bill political for.,Medium
08:46:01,24/12/24,Pune,Shivaji Nagar,27.52196,74.70291,Theft,Economy military me particular half order perform throughout choice.,Medium
09:39:55,19/08/24,Surat,Varachha,17.33012,77.76474,None,No incident reported.,None
01:27:23,12/12/24,Chennai,Anna Nagar,24.34082,84.43012,Vandalism,Carry factor oil rather loss industry almost feel wall.,Low
05:07:42,31/10/24,Bengaluru,Indiranagar,24.046,84.97995,Cyber Crime,Too think day clear picture notice court single off eat name deal throw.,Low
23:49:15,21/05/23,Bengaluru,Whitefield,27.82233,83.37915,None,No incident reported.,None
16:14:11,29/12/24,Hyderabad,Gachibowli,14.95541,79.35931,Assault,Total ago group firm guess base leave page maintain hot.,High
17:40:36,31/08/23,Kolkata,Park Street,17.9484,85.60898,Cyber Crime,Person fund say without western style easy throw.,Low
11:32:47,05/12/24,Delhi,Dwarka,19.49483,84.42663,Domestic Violence,Green land contain yard talk field fear prepare behind PM near and.,High
17:39:27,03/12/24,Surat,Adajan,27.13358,83.51898,Theft,Nor future form add either stuff ever.,Low
02:35:30,12/02/24,Mumbai,Bandra,16.70629,77.66741,Drug Possession,Recently yes energy nothing trip spend involve spring buy point.,Medium
04:07:40,19/07/24,Chennai,T. Nagar,19.63094,82.00813,Burglary,One food drug ever parent else language whole eye recognize art really.,Medium
03:46:54,25/01/25,Surat,Vesu,15.05975,79.19572,Drug Possession,Yet international add line sometimes develop try final look maybe design away.,High
17:54:32,05/12/23,Pune,Hinjewadi,24.54087,84.85808,Assault,Travel travel whole give skill market prepare parent less service.,High
03:51:31,15/08/24,Delhi,Karol Bagh,19.81778,75.84163,Vandalism,Nor particular democratic do thank democratic subject.,Medium
04:21:47,11/05/24,Kolkata,Howrah,25.93693,88.3492,None,No incident reported.,None
